prior(0,0919062832800852).
knows(838,1273).
knows(370,985).
knows(350,1718).
knows(868,155).
knows(396,14).
knows(1571,127).
knows(389,302).
knows(868,178).
knows(1103,121).
knows(1085,789).
knows(369,1029).
knows(388,468).
knows(1092,405).
knows(1073,1108).
knows(1572,127).
knows(853,492).
knows(399,74).
knows(396,191).
knows(863,127).
knows(1546,1100).
knows(396,194).
knows(1090,494).
knows(850,616).
knows(866,30).
knows(858,326).
knows(1090,525).
knows(391,401).
knows(388,514).
knows(400,72).
knows(844,863).
knows(1573,127).
knows(1571,203).
knows(398,155).
knows(857,388).
knows(844,870).
knows(1538,1430).
knows(401,50).
knows(845,838).
knows(1091,378).
knows(396,109).
knows(866,75).
knows(396,127).
knows(1574,127).
knows(868,4).
knows(868,18).
knows(394,209).
knows(868,14).
knows(853,569).
knows(1061,1515).
knows(838,1135).
knows(1553,918).
knows(1095,265).
knows(370,1121).
knows(1061,1542).
knows(851,677).
knows(859,382).
knows(1575,127).
knows(842,1009).
knows(1099,1100).
knows(385,258).
knows(861,117).
knows(1099,1098).
knows(1099,1097).
knows(373,698).
knows(1099,1096).
knows(388,135).
knows(834,1103).
knows(834,1098).
knows(834,1099).
knows(834,1096).
knows(1126,86).
knows(381,381).
knows(848,573).
knows(389,80).
knows(1098,1103).
knows(383,300).
knows(863,7).
knows(389,68).
knows(857,226).
knows(1098,1096).
knows(1098,1099).
knows(843,738).
knows(1098,1100).
knows(856,253).
knows(1103,905).
knows(1115,462).
knows(1103,906).
knows(1125,93).
knows(811,1915).
knows(834,1060).
knows(819,1609).
knows(370,752).
knows(381,341).
knows(839,994).
knows(370,738).
knows(1098,1060).
knows(387,98).
knows(1097,1096).
knows(381,326).
knows(1126,20).
knows(370,731).
knows(838,1014).
knows(382,275).
knows(1103,863).
knows(373,612).
knows(841,883).
knows(1103,854).
knows(838,987).
knows(1096,1103).
knows(1097,1060).
knows(1096,1097).
knows(1096,1098).
knows(1096,1099).
knows(838,985).
knows(1103,834).
knows(857,271).
knows(864,14).
knows(1110,573).
knows(387,302).
knows(838,831).
knows(1590,274).
knows(826,1281).
knows(848,465).
knows(837,851).
knows(1124,25).
knows(1096,1060).
knows(1591,226).
knows(385,343).
knows(807,1941).
knows(1121,127).
knows(810,1820).
knows(839,742).
knows(393,40).
knows(1564,1190).
knows(857,83).
knows(859,120).
knows(373,762).
knows(1111,468).
knows(839,868).
knows(819,1608).
knows(381,468).
knows(1099,905).
knows(810,1915).
knows(370,851).
knows(857,181).
knows(391,62).
knows(381,431).
knows(388,172).
knows(857,164).
knows(838,868).
knows(809,1941).
knows(381,433).
knows(851,388).
knows(830,1165).
knows(382,399).
knows(1110,467).
knows(383,364).
knows(381,437).
knows(1090,1186).
knows(838,845).
knows(1103,707).
knows(853,291).
knows(823,1412).
knows(387,200).
knows(1115,233).
knows(835,805).
knows(810,1733).
knows(841,579).
knows(1097,905).
knows(1098,854).
knows(834,854).
knows(849,302).
knows(1103,686).
knows(1099,834).
knows(1092,1093).
knows(370,542).
knows(381,135).
knows(373,434).
knows(1096,906).
knows(357,988).
knows(848,292).
knows(1096,905).
knows(1103,649).
knows(1098,834).
knows(851,175).
knows(838,657).
knows(1088,1199).
knows(370,524).
knows(1119,72).
knows(856,15).
knows(380,152).
knows(851,197).
knows(841,563).
knows(851,191).
knows(372,399).
knows(834,905).
knows(848,388).
knows(834,906).
knows(370,463).
knows(853,194).
knows(370,468).
knows(1117,117).
knows(1076,1634).
knows(1097,854).
knows(365,678).
knows(380,108).
knows(382,36).
knows(854,172).
knows(380,71).
knows(380,72).
knows(381,25).
knows(1100,686).
knows(1096,834).
knows(1582,194).
knows(1114,195).
knows(848,375).
knows(1100,707).
knows(1096,854).
knows(1546,1545).
knows(834,707).
knows(851,77).
knows(372,593).
knows(349,1439).
knows(848,194).
knows(354,1269).
knows(1583,272).
knows(1099,707).
knows(1113,194).
knows(387,49).
knows(388,14).
knows(1090,992).
knows(835,639).
knows(375,440).
knows(1103,514).
knows(373,525).
knows(365,819).
knows(852,14).
knows(348,1445).
knows(851,49).
knows(1107,380).
knows(843,358).
knows(834,686).
knows(1099,686).
knows(1103,482).
knows(1104,446).
knows(839,587).
knows(844,405).
knows(370,599).
knows(381,198).
knows(1096,746).
knows(844,412).
knows(378,310).
knows(1565,1002).
knows(1087,1088).
knows(823,1199).
knows(852,127).
knows(1099,649).
knows(1098,686).
knows(1583,292).
knows(379,226).
knows(1096,707).
knows(837,632).
knows(380,202).
knows(834,746).
knows(851,127).
knows(1098,649).
knows(1097,686).
knows(1135,174).
knows(838,481).
knows(426,178).
knows(1137,107).
knows(851,7).
knows(428,77).
knows(1096,1607).
knows(429,49).
knows(1548,222).
knows(830,815).
knows(405,985).
knows(428,135).
knows(821,1144).
knows(1548,233).
knows(838,514).
knows(848,127).
knows(418,483).
knows(431,1).
knows(1135,190).
knows(428,109).
knows(850,60).
knows(834,649).
knows(405,1008).
knows(1138,127).
knows(432,14).
knows(1100,1545).
knows(1141,30).
knows(1100,1546).
knows(843,239).
knows(415,624).
knows(412,736).
knows(430,72).
knows(1135,272).
knows(849,39).
knows(850,6).
knows(405,1051).
knows(1110,1202).
knows(1137,181).
knows(412,769).
knows(1135,253).
knows(1134,301).
knows(1552,179).
knows(396,1418).
knows(830,651).
knows(428,226).
knows(433,36).
knows(1555,51).
knows(1106,1115).
knows(839,294).
knows(823,947).
knows(428,266).
knows(427,302).
knows(1103,1269).
knows(418,632).
knows(1137,15).
knows(415,738).
knows(412,844).
knows(848,5).
knows(838,375).
knows(1135,75).
knows(1108,1073).
knows(434,18).
knows(1106,1135).
knows(843,180).
knows(1546,410).
knows(1137,47).
knows(435,36).
knows(1135,117).
knows(419,632).
knows(844,75).
knows(405,1135).
knows(418,657).
knows(1137,36).
knows(839,238).
knows(1135,107).
knows(841,170).
knows(432,122).
knows(1545,410).
knows(418,695).
knows(418,698).
knows(432,172).
knows(841,197).
knows(431,197).
knows(833,492).
knows(839,269).
knows(1135,136).
knows(433,130).
knows(405,1164).
knows(1523,1202).
knows(835,415).
knows(841,98).
knows(1505,1514).
knows(415,302).
knows(418,191).
knows(838,202).
knows(1539,253).
knows(835,314).
knows(1103,1096).
knows(1103,1099).
knows(1103,1100).
knows(1103,1097).
knows(1103,1098).
knows(412,434).
knows(838,222).
knows(1112,775).
knows(418,206).
knows(1106,995).
knows(418,216).
knows(841,127).
knows(380,1634).
knows(418,222).
knows(423,49).
knows(422,83).
knows(839,206).
knows(1537,375).
knows(844,30).
knows(834,410).
knows(418,254).
knows(1130,155).
knows(400,927).
knows(1093,1519).
knows(838,148).
knows(841,46).
knows(819,863).
knows(1135,1).
knows(838,172).
knows(415,399).
knows(838,175).
knows(418,297).
knows(838,181).
knows(1135,14).
knows(840,122).
knows(1124,428).
knows(415,428).
knows(838,86).
knows(1124,194).
knows(837,120).
knows(838,80).
knows(789,1889).
knows(422,170).
knows(1118,431).
knows(838,90).
knows(838,109).
knows(418,375).
knows(428,7).
knows(1548,93).
knows(838,127).
knows(834,172).
knows(428,25).
knows(396,1199).
knows(425,128).
knows(1120,418).
knows(817,804).
knows(838,51).
knows(823,606).
knows(1102,1101).
knows(425,170).
knows(789,1855).
knows(1103,1060).
knows(396,1252).
knows(832,290).
knows(1129,122).
knows(1093,1448).
knows(825,540).
knows(1126,224).
knows(425,177).
knows(415,98).
knows(404,511).
knows(815,830).
knows(1560,274).
knows(409,307).
knows(412,172).
knows(416,28).
knows(409,290).
knows(412,183).
knows(407,341).
knows(819,652).
knows(409,272).
knows(1148,190).
knows(415,51).
knows(413,127).
knows(1150,127).
knows(396,761).
knows(1135,786).
knows(836,5).
knows(831,189).
knows(830,239).
knows(418,36).
knows(417,72).
knows(414,181).
knows(819,620).
knows(792,1619).
knows(1151,158).
knows(1135,750).
knows(412,241).
knows(832,127).
knows(406,461).
knows(1562,127).
knows(1132,868).
knows(1146,352).
knows(381,1391).
knows(416,98).
knows(823,437).
knows(415,122).
knows(1113,1555).
knows(391,1012).
knows(835,8).
knows(418,7).
knows(410,415).
knows(409,458).
knows(418,125).
knows(385,1345).
knows(1110,1523).
knows(418,117).
knows(1146,180).
knows(418,109).
knows(1138,468).
knows(419,51).
knows(410,388).
knows(1123,1012).
knows(418,80).
knows(821,468).
knows(1567,127).
knows(1563,272).
knows(1146,143).
knows(410,365).
knows(828,194).
knows(417,226).
knows(1565,172).
knows(792,1504).
knows(420,98).
knows(415,284).
knows(410,467).
knows(1535,1275).
knows(1135,651).
knows(1566,127).
knows(419,127).
knows(1564,194).
knows(418,155).
knows(829,116).
knows(401,780).
knows(421,39).
knows(1559,369).
knows(823,334).
knows(1115,1376).
knows(380,1547).
knows(417,173).
knows(1135,619).
knows(813,689).
knows(412,352).
knows(410,428).
knows(828,127).
knows(399,415).
knows(1557,127).
knows(410,14).
knows(410,20).
knows(828,107).
knows(1146,54).
knows(1145,93).
knows(410,33).
knows(826,194).
knows(824,271).
knows(401,370).
knows(399,382).
knows(803,985).
knows(370,1454).
knows(401,314).
knows(1146,8).
knows(1102,1637).
knows(829,42).
knows(1144,101).
knows(815,564).
knows(380,1107).
knows(1144,98).
knows(397,486).
knows(815,571).
knows(819,365).
knows(410,77).
knows(373,1445).
knows(1135,514).
knows(399,485).
knows(820,334).
knows(402,388).
knows(1131,677).
knows(386,989).
knows(826,127).
knows(1549,388).
knows(373,1420).
knows(1137,415).
knows(825,127).
knows(1555,127).
knows(1146,90).
knows(823,197).
knows(384,1028).
knows(782,1725).
knows(411,25).
knows(822,194).
knows(806,793).
knows(811,594).
knows(819,302).
knows(1103,1501).
knows(398,584).
knows(792,1325).
knows(396,682).
knows(806,797).
knows(406,304).
knows(811,574).
knows(1135,290).
knows(409,144).
knows(412,53).
knows(398,575).
knows(1541,838).
knows(811,579).
knows(370,1600).
knows(811,582).
knows(822,127).
knows(810,570).
knows(812,494).
knows(410,226).
knows(804,817).
knows(782,1633).
knows(412,150).
knows(1136,364).
knows(399,624).
knows(811,512).
knows(410,181).
knows(1144,25).
knows(380,1286).
knows(396,688).
knows(1141,127).
knows(809,575).
knows(1137,302).
knows(822,117).
knows(814,405).
knows(439,69).
knows(88,67).
knows(1939,1471).
knows(439,72).
knows(85,180).
knows(85,186).
knows(873,1366).
knows(89,36).
knows(873,1368).
knows(873,1367).
knows(55,1300).
knows(89,39).
knows(425,572).
knows(873,1340).
knows(77,456).
knows(873,1342).
knows(405,1316).
knows(873,1347).
knows(1978,20).
knows(83,241).
knows(83,248).
knows(67,839).
knows(434,253).
knows(87,98).
knows(77,468).
knows(86,170).
knows(86,172).
knows(434,287).
knows(1485,698).
knows(418,884).
knows(69,805).
knows(432,365).
knows(425,630).
knows(405,1372).
knows(83,266).
knows(1935,1634).
knows(75,564).
knows(431,381).
knows(433,307).
knows(428,499).
knows(87,122).
knows(84,235).
knows(1503,14).
knows(436,206).
knows(910,17).
knows(85,203).
knows(415,985).
knows(434,322).
knows(431,434).
knows(1466,1433).
knows(63,930).
knows(77,410).
knows(431,432).
knows(87,38).
knows(888,751).
knows(87,49).
knows(78,381).
knows(75,492).
knows(873,1302).
knows(86,83).
knows(873,1282).
knows(87,25).
knows(1484,752).
knows(85,98).
knows(75,468).
knows(398,1634).
knows(1497,272).
knows(873,1276).
knows(900,278).
knows(83,170).
knows(87,21).
knows(77,405).
knows(87,33).
knows(71,623).
knows(74,511).
knows(436,238).
knows(904,183).
knows(432,431).
knows(431,465).
knows(412,1164).
knows(880,1064).
knows(86,109).
knows(83,229).
knows(82,266).
knows(428,587).
knows(77,452).
knows(72,637).
knows(895,522).
knows(899,374).
knows(85,151).
knows(434,361).
knows(87,80).
knows(428,563).
knows(434,341).
knows(428,561).
knows(891,643).
knows(902,237).
knows(85,127).
knows(398,1666).
knows(85,129).
knows(904,174).
knows(49,1471).
knows(1939,1426).
knows(908,20).
knows(49,1470).
knows(49,1469).
knows(437,24).
knows(75,428).
knows(419,689).
knows(86,20).
knows(1960,574).
knows(398,1470).
knows(84,98).
knows(83,134).
knows(431,251).
knows(911,77).
knows(84,85).
knows(431,242).
knows(1975,8).
knows(82,162).
knows(75,415).
knows(86,7).
knows(85,34).
knows(85,31).
knows(78,290).
knows(86,1).
knows(435,132).
knows(79,310).
knows(68,716).
knows(429,352).
knows(428,388).
knows(425,506).
knows(87,20).
knows(1960,594).
knows(78,345).
knows(438,14).
knows(85,85).
knows(911,101).
knows(434,156).
knows(85,75).
knows(87,2).
knows(77,373).
knows(1954,807).
knows(1495,442).
knows(86,29).
knows(434,148).
knows(77,364).
knows(78,328).
knows(77,365).
knows(86,33).
knows(77,294).
knows(439,14).
knows(71,511).
knows(80,177).
knows(74,399).
knows(84,28).
knows(1488,746).
knows(80,172).
knows(80,170).
knows(68,614).
knows(69,575).
knows(428,410).
knows(1482,960).
knows(396,1589).
knows(438,36).
knows(434,181).
knows(82,83).
knows(406,1211).
knows(1500,291).
knows(887,888).
knows(85,28).
knows(78,287).
knows(1974,20).
knows(84,66).
knows(85,20).
knows(69,614).
knows(78,280).
knows(85,18).
knows(72,499).
knows(909,118).
knows(83,86).
knows(69,606).
knows(428,439).
knows(74,415).
knows(1930,1634).
knows(1469,1470).
knows(405,1282).
knows(444,127).
knows(64,681).
knows(78,162).
knows(82,17).
knows(82,21).
knows(78,173).
knows(1470,1469).
knows(60,850).
knows(434,520).
knows(1939,1735).
knows(83,2).
knows(1939,1733).
knows(884,1213).
knows(33,1855).
knows(891,958).
knows(80,118).
knows(83,8).
knows(1472,1420).
knows(33,1862).
knows(437,415).
knows(1986,2).
knows(49,1267).
knows(83,20).
knows(438,386).
knows(33,1869).
knows(79,172).
knows(1986,8).
knows(431,656).
knows(77,253).
knows(1471,1471).
knows(1503,297).
knows(446,109).
knows(39,1666).
knows(444,194).
knows(49,1175).
knows(434,563).
knows(446,117).
knows(78,98).
knows(75,212).
knows(68,470).
knows(891,876).
knows(418,1172).
knows(1983,29).
knows(67,528).
knows(33,1792).
knows(75,239).
knows(33,1794).
knows(1940,1634).
knows(72,345).
knows(1512,1).
knows(447,109).
knows(1505,265).
knows(447,122).
knows(78,144).
knows(77,181).
knows(51,1143).
knows(1979,203).
knows(431,711).
knows(439,428).
knows(891,915).
knows(77,197).
knows(80,87).
knows(77,198).
knows(437,509).
knows(905,410).
knows(75,265).
knows(1960,927).
knows(68,525).
knows(29,1855).
knows(77,80).
knows(1469,1634).
knows(49,1121).
knows(435,330).
knows(78,38).
knows(432,447).
knows(884,1321).
knows(909,415).
knows(75,173).
knows(78,64).
knows(75,164).
knows(1510,127).
knows(74,205).
knows(884,1357).
knows(418,999).
knows(878,1581).
knows(918,100).
knows(428,633).
knows(434,412).
knows(71,337).
knows(1474,1475).
knows(75,183).
knows(425,738).
knows(78,93).
knows(75,203).
knows(1982,49).
knows(77,127).
knows(1939,1634).
knows(1939,1636).
knows(1939,1635).
knows(897,898).
knows(80,20).
knows(434,415).
knows(77,120).
knows(415,1124).
knows(415,1143).
knows(75,85).
knows(69,307).
knows(29,1783).
knows(1965,577).
knows(439,269).
knows(33,1657).
knows(71,246).
knows(75,100).
knows(1471,1634).
knows(75,99).
knows(431,586).
knows(906,482).
knows(919,1).
knows(437,366).
knows(1981,2).
knows(437,362).
knows(74,181).
knows(69,364).
knows(437,381).
knows(1496,750).
knows(907,453).
knows(434,485).
knows(63,577).
knows(78,20).
knows(68,389).
knows(439,295).
knows(429,985).
knows(1460,1115).
knows(1960,212).
knows(1915,1878).
knows(442,516).
knows(104,28).
knows(444,443).
knows(444,440).
knows(444,441).
knows(104,25).
knows(906,686).
knows(99,190).
knows(1939,971).
knows(922,75).
knows(86,679).
knows(908,577).
knows(1943,807).
knows(905,686).
knows(906,649).
knows(884,1462).
knows(443,445).
knows(916,291).
knows(101,105).
knows(443,442).
knows(443,444).
knows(101,104).
knows(442,455).
knows(413,1527).
knows(100,127).
knows(1939,927).
knows(445,455).
knows(102,28).
knows(445,456).
knows(93,362).
knows(93,364).
knows(1942,810).
knows(1964,8).
knows(93,370).
knows(452,210).
knows(898,925).
knows(1939,932).
knows(1939,930).
knows(445,441).
knows(445,440).
knows(438,698).
knows(1948,575).
knows(451,222).
knows(1487,158).
knows(1472,727).
knows(55,1760).
knows(445,454).
knows(905,649).
knows(87,577).
knows(49,1983).
knows(97,210).
knows(49,1957).
knows(1485,222).
knows(85,624).
knows(93,334).
knows(92,368).
knows(102,3).
knows(75,1002).
knows(55,1742).
knows(444,445).
knows(98,129).
knows(1912,1878).
knows(49,1939).
knows(86,577).
knows(86,575).
knows(1941,811).
knows(77,911).
knows(444,456).
knows(92,362).
knows(1941,809).
knows(1956,254).
knows(93,307).
knows(434,683).
knows(1955,280).
knows(905,854).
knows(93,300).
knows(1472,792).
knows(919,328).
knows(85,591).
knows(927,29).
knows(101,1).
knows(440,444).
knows(440,445).
knows(440,442).
knows(440,443).
knows(440,441).
knows(905,834).
knows(75,949).
knows(93,284).
knows(434,658).
knows(1956,212).
knows(85,582).
knows(85,575).
knows(49,1909).
knows(74,985).
knows(85,574).
knows(92,313).
knows(77,868).
knows(84,607).
knows(927,7).
knows(85,568).
knows(1942,720).
knows(75,929).
knows(917,364).
knows(98,74).
knows(77,851).
knows(888,1438).
knows(434,630).
knows(49,1885).
knows(75,922).
knows(448,109).
knows(1939,807).
knows(452,77).
knows(1960,29).
knows(452,80).
knows(442,441).
knows(920,226).
knows(446,291).
knows(1941,720).
knows(912,514).
knows(1941,716).
knows(93,226).
knows(92,264).
knows(1453,1551).
knows(49,1846).
knows(1939,779).
knows(1483,434).
knows(453,20).
knows(83,577).
knows(83,584).
knows(1459,1310).
knows(92,238).
knows(453,2).
knows(75,866).
knows(80,680).
knows(83,576).
knows(83,575).
knows(83,574).
knows(894,1151).
knows(80,678).
knows(1915,1634).
knows(84,520).
knows(458,156).
knows(1928,1634).
knows(438,890).
knows(900,1154).
knows(929,75).
knows(75,828).
knows(931,2).
knows(75,826).
knows(79,677).
knows(94,136).
knows(90,280).
knows(95,96).
knows(433,1106).
knows(460,101).
knows(1460,1376).
knows(75,844).
knows(930,2).
knows(460,48).
knows(1969,83).
knows(93,125).
knows(1920,1907).
knows(92,169).
knows(438,870).
knows(1956,577).
knows(86,398).
knows(930,20).
knows(93,140).
knows(49,1768).
knows(93,135).
knows(884,1718).
knows(434,1036).
knows(75,815).
knows(1493,119).
knows(906,854).
knows(1965,206).
knows(1486,452).
knows(90,209).
knows(1472,981).
knows(463,40).
knows(1939,1175).
knows(899,1126).
knows(905,906).
knows(927,92).
knows(927,98).
knows(929,30).
knows(86,370).
knows(464,20).
knows(93,118).
knows(78,611).
knows(93,58).
knows(87,280).
knows(79,575).
knows(79,577).
knows(74,767).
knows(906,834).
knows(75,740).
knows(78,630).
knows(1917,1960).
knows(89,226).
knows(85,380).
knows(78,639).
knows(77,677).
knows(93,86).
knows(428,1144).
knows(905,1096).
knows(1484,599).
knows(905,1098).
knows(74,738).
knows(905,1097).
knows(930,172).
knows(77,625).
